"campaignid","sample","family","genus","species","code","count"
"2022-05_PtCloates_stereo-BRUVS","14","Echeneidae","Echeneis","naucrates","37336001",1
"2022-05_PtCloates_stereo-BRUVS","14","Lethrinidae","Gymnocranius","sp1",NA,2
"2022-05_PtCloates_stereo-BRUVS","14","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2022-05_PtCloates_stereo-BRUVS","14","Lutjanidae","Pristipomoides","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","14","Sparidae","Argyrops","spinifer","37353006",1
"2022-05_PtCloates_stereo-BRUVS","15","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","15","Carangidae","Carangoides","gymnostethus","37337022",24
"2022-05_PtCloates_stereo-BRUVS","15","Carangidae","Gnathanodon","speciosus","37337012",1
"2022-05_PtCloates_stereo-BRUVS","15","Carangidae","Seriola","dumerili","37337025",1
"2022-05_PtCloates_stereo-BRUVS","15","Echeneidae","Echeneis","naucrates","37336001",1
"2022-05_PtCloates_stereo-BRUVS","15","Lethrinidae","Gymnocranius","euanus","37351022",1
"2022-05_PtCloates_stereo-BRUVS","15","Lethrinidae","Gymnocranius","sp1",NA,3
"2022-05_PtCloates_stereo-BRUVS","15","Lethrinidae","Lethrinus","miniatus","37351009",3
"2022-05_PtCloates_stereo-BRUVS","15","Lethrinidae","Lethrinus","rubrioperculatus","37351012",3
"2022-05_PtCloates_stereo-BRUVS","15","Lutjanidae","Aphareus","rutilans","37346001",1
"2022-05_PtCloates_stereo-BRUVS","15","Lutjanidae","Pristipomoides","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","15","Monacanthidae","Unknown","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","15","Pinguipedidae","Parapercis","nebulosa","37390005",4
"2022-05_PtCloates_stereo-BRUVS","16","Balistidae","Abalistes","filamentosus","37465089",1
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","fulvoguttatus","37337037",2
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","gymnostethus","37337022",4
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Decapterus","spp",NA,11
"2022-05_PtCloates_stereo-BRUVS","16","Echeneidae","Echeneis","naucrates","37336001",2
"2022-05_PtCloates_stereo-BRUVS","16","Lethrinidae","Gymnocranius","sp1",NA,3
"2022-05_PtCloates_stereo-BRUVS","16","Lethrinidae","Lethrinus","rubrioperculatus","37351012",3
"2022-05_PtCloates_stereo-BRUVS","16","Lutjanidae","Pristipomoides","sp1",NA,7
"2022-05_PtCloates_stereo-BRUVS","16","Rhynchobatidae","Rhynchobatus","laevis","37026003",1
"2022-05_PtCloates_stereo-BRUVS","16","Sparidae","Argyrops","spinifer","37353006",2
"2022-05_PtCloates_stereo-BRUVS","16","Triakidae","Mustelus","stevensi","37017012",1
"2022-05_PtCloates_stereo-BRUVS","17","Acanthuridae","Naso","hexacanthus","37437028",6
"2022-05_PtCloates_stereo-BRUVS","17","Carangidae","Carangoides","fulvoguttatus","37337037",1
"2022-05_PtCloates_stereo-BRUVS","17","Cirrhitidae","Cirrhitichthys","aprinus","37374001",2
"2022-05_PtCloates_stereo-BRUVS","17","Cirrhitidae","Paracirrhites","forsteri","37374010",5
"2022-05_PtCloates_stereo-BRUVS","17","Lethrinidae","Gymnocranius","euanus","37351022",1
"2022-05_PtCloates_stereo-BRUVS","17","Lethrinidae","Gymnocranius","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","17","Lethrinidae","Lethrinus","miniatus","37351009",2
"2022-05_PtCloates_stereo-BRUVS","17","Lethrinidae","Lethrinus","rubrioperculatus","37351012",3
"2022-05_PtCloates_stereo-BRUVS","17","Mullidae","Upeneus","moluccensis","37355003",12
"2022-05_PtCloates_stereo-BRUVS","17","Nemipteridae","Pentapodus","nagasakiensis","37347012",1
"2022-05_PtCloates_stereo-BRUVS","17","Pinguipedidae","Parapercis","nebulosa","37390005",1
"2022-05_PtCloates_stereo-BRUVS","17","Scombridae","Scomberomorus","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","17","Sus","Sus","sus","2",28
"2022-05_PtCloates_stereo-BRUVS","18","Carangidae","Carangoides","chrysophrys","37337011",3
"2022-05_PtCloates_stereo-BRUVS","18","Carangidae","Carangoides","fulvoguttatus","37337037",1
"2022-05_PtCloates_stereo-BRUVS","18","Carangidae","Decapterus","spp",NA,12
"2022-05_PtCloates_stereo-BRUVS","18","Labridae","Coris","caudimacula","37384092",1
"2022-05_PtCloates_stereo-BRUVS","18","Lethrinidae","Gymnocranius","sp1",NA,4
"2022-05_PtCloates_stereo-BRUVS","18","Lethrinidae","Lethrinus","miniatus","37351009",2
"2022-05_PtCloates_stereo-BRUVS","18","Lethrinidae","Lethrinus","nebulosus","37351008",2
"2022-05_PtCloates_stereo-BRUVS","18","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2022-05_PtCloates_stereo-BRUVS","18","Lutjanidae","Lutjanus","sebae","37346004",1
"2022-05_PtCloates_stereo-BRUVS","18","Lutjanidae","Pristipomoides","sp1",NA,6
"2022-05_PtCloates_stereo-BRUVS","18","Nemipteridae","Pentapodus","nagasakiensis","37347012",4
"2022-05_PtCloates_stereo-BRUVS","18","Pinguipedidae","Parapercis","nebulosa","37390005",1
"2022-05_PtCloates_stereo-BRUVS","18","Sparidae","Argyrops","spinifer","37353006",2
"2022-05_PtCloates_stereo-BRUVS","19","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","19","Carangidae","Decapterus","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","19","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2022-05_PtCloates_stereo-BRUVS","19","Chaetodontidae","Heniochus","acuminatus","37365011",3
"2022-05_PtCloates_stereo-BRUVS","19","Lethrinidae","Gymnocranius","euanus","37351022",1
"2022-05_PtCloates_stereo-BRUVS","19","Lethrinidae","Lethrinus","miniatus","37351009",3
"2022-05_PtCloates_stereo-BRUVS","19","Lethrinidae","Lethrinus","rubrioperculatus","37351012",2
"2022-05_PtCloates_stereo-BRUVS","19","Nemipteridae","Pentapodus","nagasakiensis","37347012",4
"2022-05_PtCloates_stereo-BRUVS","19","Pinguipedidae","Parapercis","nebulosa","37390005",1
"2022-05_PtCloates_stereo-BRUVS","19","Pomacanthidae","Pomacanthus","semicirculatus","37365080",2
"2022-05_PtCloates_stereo-BRUVS","19","Sus","Sus","sus","2",2
"2022-05_PtCloates_stereo-BRUVS","19","Unknown","Unknown","spp","0",1
"2022-05_PtCloates_stereo-BRUVS","2","Acanthuridae","Naso","hexacanthus","37437028",21
"2022-05_PtCloates_stereo-BRUVS","2","Balistidae","Pseudobalistes","fuscus","37465027",1
"2022-05_PtCloates_stereo-BRUVS","2","Balistidae","Sufflamen","fraenatum","37465014",1
"2022-05_PtCloates_stereo-BRUVS","2","Balistidae","Unknown","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","2","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","2","Carangidae","Decapterus","spp",NA,4
"2022-05_PtCloates_stereo-BRUVS","2","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2022-05_PtCloates_stereo-BRUVS","2","Chaetodontidae","Heniochus","acuminatus","37365011",2
"2022-05_PtCloates_stereo-BRUVS","2","Cirrhitidae","Paracirrhites","forsteri","37374010",2
"2022-05_PtCloates_stereo-BRUVS","2","Haemulidae","Diagramma","pictum labiosum","37350003",1
"2022-05_PtCloates_stereo-BRUVS","2","Labridae","Bodianus","solatus","37384201",2
"2022-05_PtCloates_stereo-BRUVS","2","Labridae","Choerodon","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","2","Labridae","Unknown","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","2","Lethrinidae","Gymnocranius","euanus","37351022",1
"2022-05_PtCloates_stereo-BRUVS","2","Lethrinidae","Gymnocranius","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","2","Lethrinidae","Lethrinus","miniatus","37351009",2
"2022-05_PtCloates_stereo-BRUVS","2","Lethrinidae","Lethrinus","rubrioperculatus","37351012",7
"2022-05_PtCloates_stereo-BRUVS","2","Malacanthidae","Malacanthus","brevirostris","37331009",1
"2022-05_PtCloates_stereo-BRUVS","2","Malacanthidae","Malacanthus","latovittatus","37331010",2
"2022-05_PtCloates_stereo-BRUVS","2","Pomacanthidae","Apolemichthys","trimaculatus","37365016",1
"2022-05_PtCloates_stereo-BRUVS","2","Pomacanthidae","Pomacanthus","imperator","37365014",1
"2022-05_PtCloates_stereo-BRUVS","2","Pomacanthidae","Pomacanthus","semicirculatus","37365080",1
"2022-05_PtCloates_stereo-BRUVS","2","Scaridae","Scarus","ghobban","37386001",1
"2022-05_PtCloates_stereo-BRUVS","2","Scaridae","Scarus","sp3",NA,3
"2022-05_PtCloates_stereo-BRUVS","2","Scombridae","Scomberomorus","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","2","Serranidae","Plectropomus","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","2","Serranidae","Pseudanthias","georgei","37311093",14
"2022-05_PtCloates_stereo-BRUVS","2","Serranidae","Variola","louti","37311166",1
"2022-05_PtCloates_stereo-BRUVS","2","Tetraodontidae","Arothron","stellatus","37467014",1
"2022-05_PtCloates_stereo-BRUVS","20","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","20","Carangidae","Carangoides","fulvoguttatus","37337037",2
"2022-05_PtCloates_stereo-BRUVS","20","Carangidae","Carangoides","gymnostethus","37337022",1
"2022-05_PtCloates_stereo-BRUVS","20","Carangidae","Unknown","sp10",NA,1
"2022-05_PtCloates_stereo-BRUVS","20","Carcharhinidae","Loxodon","macrorhinus","37018005",1
"2022-05_PtCloates_stereo-BRUVS","20","Echeneidae","Echeneis","naucrates","37336001",1
"2022-05_PtCloates_stereo-BRUVS","20","Labridae","Choerodon","sp1",NA,2
"2022-05_PtCloates_stereo-BRUVS","20","Lethrinidae","Gymnocranius","euanus","37351022",1
"2022-05_PtCloates_stereo-BRUVS","20","Lethrinidae","Gymnocranius","sp1",NA,4
"2022-05_PtCloates_stereo-BRUVS","20","Lethrinidae","Lethrinus","nebulosus","37351008",2
"2022-05_PtCloates_stereo-BRUVS","20","Lethrinidae","Lethrinus","rubrioperculatus","37351012",3
"2022-05_PtCloates_stereo-BRUVS","20","Nemipteridae","Pentapodus","nagasakiensis","37347012",7
"2022-05_PtCloates_stereo-BRUVS","20","Stegostomatidae","Stegostoma","tigrinum","37013006",1
"2022-05_PtCloates_stereo-BRUVS","21","Carangidae","Carangoides","chrysophrys","37337011",3
"2022-05_PtCloates_stereo-BRUVS","21","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2022-05_PtCloates_stereo-BRUVS","21","Labridae","Choerodon","sp1",NA,3
"2022-05_PtCloates_stereo-BRUVS","21","Lethrinidae","Gymnocranius","euanus","37351022",2
"2022-05_PtCloates_stereo-BRUVS","21","Lethrinidae","Gymnocranius","sp1",NA,2
"2022-05_PtCloates_stereo-BRUVS","21","Lethrinidae","Lethrinus","miniatus","37351009",4
"2022-05_PtCloates_stereo-BRUVS","21","Lethrinidae","Lethrinus","rubrioperculatus","37351012",2
"2022-05_PtCloates_stereo-BRUVS","21","Nemipteridae","Pentapodus","nagasakiensis","37347012",8
"2022-05_PtCloates_stereo-BRUVS","21","Pinguipedidae","Parapercis","nebulosa","37390005",3
"2022-05_PtCloates_stereo-BRUVS","22","Balistidae","Sufflamen","fraenatum","37465014",2
"2022-05_PtCloates_stereo-BRUVS","22","Carangidae","Decapterus","spp",NA,2
"2022-05_PtCloates_stereo-BRUVS","22","Cirrhitidae","Paracirrhites","forsteri","37374010",1
"2022-05_PtCloates_stereo-BRUVS","22","Fistulariidae","Fistularia","commersonii","37278001",1
"2022-05_PtCloates_stereo-BRUVS","22","Labridae","Bodianus","solatus","37384201",3
"2022-05_PtCloates_stereo-BRUVS","22","Labridae","Choerodon","sp1",NA,2
"2022-05_PtCloates_stereo-BRUVS","22","Labridae","Coris","caudimacula","37384092",1
"2022-05_PtCloates_stereo-BRUVS","22","Labridae","Oxycheilinus","orientalis","37384030",2
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","miniatus","37351009",13
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","nebulosus","37351008",1
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus","37351031",7
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2022-05_PtCloates_stereo-BRUVS","22","Lutjanidae","Aphareus","rutilans","37346001",3
"2022-05_PtCloates_stereo-BRUVS","22","Lutjanidae","Lutjanus","sebae","37346004",1
"2022-05_PtCloates_stereo-BRUVS","22","Malacanthidae","Malacanthus","brevirostris","37331009",1
"2022-05_PtCloates_stereo-BRUVS","22","Mullidae","Mulloidichthys","flavolineatus","37355019",8
"2022-05_PtCloates_stereo-BRUVS","22","Nemipteridae","Pentapodus","nagasakiensis","37347012",12
"2022-05_PtCloates_stereo-BRUVS","22","Pinguipedidae","Parapercis","nebulosa","37390005",4
"2022-05_PtCloates_stereo-BRUVS","22","Serranidae","Epinephelus","tukula","37311068",1
"2022-05_PtCloates_stereo-BRUVS","22","Sus","Sus","sus","2",1
"2022-05_PtCloates_stereo-BRUVS","23","Balistidae","Abalistes","filamentosus","37465089",1
"2022-05_PtCloates_stereo-BRUVS","23","Carangidae","Carangoides","chrysophrys","37337011",2
"2022-05_PtCloates_stereo-BRUVS","23","Lethrinidae","Gymnocranius","sp1",NA,2
"2022-05_PtCloates_stereo-BRUVS","23","Lethrinidae","Lethrinus","miniatus","37351009",1
"2022-05_PtCloates_stereo-BRUVS","23","Lethrinidae","Lethrinus","rubrioperculatus","37351012",3
"2022-05_PtCloates_stereo-BRUVS","23","Lutjanidae","Pristipomoides","sp1",NA,10
"2022-05_PtCloates_stereo-BRUVS","23","Rhynchobatidae","Rhynchobatus","laevis","37026003",1
"2022-05_PtCloates_stereo-BRUVS","23","Sparidae","Argyrops","spinifer","37353006",1
"2022-05_PtCloates_stereo-BRUVS","23","Sphyraenidae","Sphyraena","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","23","Sus","Sus","sus","2",3
"2022-05_PtCloates_stereo-BRUVS","24","Balistidae","Abalistes","filamentosus","37465089",1
"2022-05_PtCloates_stereo-BRUVS","24","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","24","Carangidae","Carangoides","fulvoguttatus","37337037",1
"2022-05_PtCloates_stereo-BRUVS","24","Carangidae","Seriola","rivoliana","37337052",1
"2022-05_PtCloates_stereo-BRUVS","24","Carangidae","Seriolina","nigrofasciata","37337014",1
"2022-05_PtCloates_stereo-BRUVS","24","Carcharhinidae","Carcharhinus","plumbeus","37018007",1
"2022-05_PtCloates_stereo-BRUVS","24","Echeneidae","Echeneis","naucrates","37336001",1
"2022-05_PtCloates_stereo-BRUVS","24","Lethrinidae","Gymnocranius","sp1",NA,4
"2022-05_PtCloates_stereo-BRUVS","24","Lethrinidae","Lethrinus","rubrioperculatus","37351012",2
"2022-05_PtCloates_stereo-BRUVS","24","Lutjanidae","Pristipomoides","sp1",NA,5
"2022-05_PtCloates_stereo-BRUVS","24","Mullidae","Parupeneus","heptacanthus","37355004",2
"2022-05_PtCloates_stereo-BRUVS","24","Nemipteridae","Pentapodus","nagasakiensis","37347012",6
"2022-05_PtCloates_stereo-BRUVS","24","Sparidae","Argyrops","spinifer","37353006",1
"2022-05_PtCloates_stereo-BRUVS","24","Unknown","Unknown","spp","0",1
"2022-05_PtCloates_stereo-BRUVS","25","Carangidae","Decapterus","spp",NA,29
"2022-05_PtCloates_stereo-BRUVS","25","Labridae","Bodianus","solatus","37384201",1
"2022-05_PtCloates_stereo-BRUVS","25","Lethrinidae","Gymnocranius","sp1",NA,4
"2022-05_PtCloates_stereo-BRUVS","25","Lethrinidae","Lethrinus","miniatus","37351009",5
"2022-05_PtCloates_stereo-BRUVS","25","Lethrinidae","Lethrinus","ravus","37351031",2
"2022-05_PtCloates_stereo-BRUVS","25","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2022-05_PtCloates_stereo-BRUVS","25","Lutjanidae","Pristipomoides","sp1",NA,6
"2022-05_PtCloates_stereo-BRUVS","25","Mullidae","Parupeneus","heptacanthus","37355004",5
"2022-05_PtCloates_stereo-BRUVS","25","Pinguipedidae","Parapercis","nebulosa","37390005",4
"2022-05_PtCloates_stereo-BRUVS","25","Pomacanthidae","Apolemichthys","trimaculatus","37365016",2
"2022-05_PtCloates_stereo-BRUVS","25","Serranidae","Epinephelus","areolatus","37311009",1
"2022-05_PtCloates_stereo-BRUVS","26","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","26","Carangidae","Carangoides","fulvoguttatus","37337037",1
"2022-05_PtCloates_stereo-BRUVS","26","Carangidae","Elagatis","bipinnulata","37337029",1
"2022-05_PtCloates_stereo-BRUVS","26","Carangidae","Seriola","lalandi","37337006",1
"2022-05_PtCloates_stereo-BRUVS","26","Echeneidae","Echeneis","naucrates","37336001",1
"2022-05_PtCloates_stereo-BRUVS","26","Lethrinidae","Gymnocranius","grandoculis","37351005",1
"2022-05_PtCloates_stereo-BRUVS","26","Lethrinidae","Gymnocranius","sp1",NA,3
"2022-05_PtCloates_stereo-BRUVS","26","Lethrinidae","Lethrinus","nebulosus","37351008",1
"2022-05_PtCloates_stereo-BRUVS","26","Lethrinidae","Lethrinus","rubrioperculatus","37351012",7
"2022-05_PtCloates_stereo-BRUVS","26","Lutjanidae","Pristipomoides","sp1",NA,4
"2022-05_PtCloates_stereo-BRUVS","26","Nemipteridae","Pentapodus","nagasakiensis","37347012",1
"2022-05_PtCloates_stereo-BRUVS","26","Pinguipedidae","Parapercis","nebulosa","37390005",1
"2022-05_PtCloates_stereo-BRUVS","26","Sphyrnidae","Sphyrna","mokarran","37019002",1
"2022-05_PtCloates_stereo-BRUVS","26","Unknown","Unknown","spp","0",7
"2022-05_PtCloates_stereo-BRUVS","27","Balistidae","Sufflamen","fraenatum","37465014",1
"2022-05_PtCloates_stereo-BRUVS","27","Carangidae","Carangoides","fulvoguttatus","37337037",25
"2022-05_PtCloates_stereo-BRUVS","27","Carangidae","Carangoides","gymnostethus","37337022",1
"2022-05_PtCloates_stereo-BRUVS","27","Carangidae","Decapterus","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","27","Lethrinidae","Gymnocranius","sp1",NA,2
"2022-05_PtCloates_stereo-BRUVS","27","Lethrinidae","Lethrinus","miniatus","37351009",3
"2022-05_PtCloates_stereo-BRUVS","27","Lethrinidae","Lethrinus","rubrioperculatus","37351012",3
"2022-05_PtCloates_stereo-BRUVS","27","Lutjanidae","Lutjanus","sebae","37346004",3
"2022-05_PtCloates_stereo-BRUVS","27","Sus","Sus","sus","2",1
"2022-05_PtCloates_stereo-BRUVS","28","Acanthuridae","Naso","hexacanthus","37437028",6
"2022-05_PtCloates_stereo-BRUVS","28","Balistidae","Sufflamen","fraenatum","37465014",1
"2022-05_PtCloates_stereo-BRUVS","28","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","28","Carangidae","Carangoides","fulvoguttatus","37337037",2
"2022-05_PtCloates_stereo-BRUVS","28","Labridae","Choerodon","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","28","Lethrinidae","Gymnocranius","euanus","37351022",3
"2022-05_PtCloates_stereo-BRUVS","28","Lethrinidae","Gymnocranius","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","28","Lethrinidae","Lethrinus","miniatus","37351009",5
"2022-05_PtCloates_stereo-BRUVS","28","Lethrinidae","Lethrinus","rubrioperculatus","37351012",4
"2022-05_PtCloates_stereo-BRUVS","28","Lutjanidae","Lutjanus","sebae","37346004",2
"2022-05_PtCloates_stereo-BRUVS","28","Nemipteridae","Pentapodus","nagasakiensis","37347012",6
"2022-05_PtCloates_stereo-BRUVS","28","Pinguipedidae","Parapercis","nebulosa","37390005",4
"2022-05_PtCloates_stereo-BRUVS","28","Scaridae","Scarus","ghobban","37386001",1
"2022-05_PtCloates_stereo-BRUVS","28","Sus","Sus","sus","2",2
"2022-05_PtCloates_stereo-BRUVS","28","Unknown","Unknown","spp","0",5
"2022-05_PtCloates_stereo-BRUVS","29","Acanthuridae","Naso","hexacanthus","37437028",1
"2022-05_PtCloates_stereo-BRUVS","29","Carangidae","Unknown","spp",NA,3
"2022-05_PtCloates_stereo-BRUVS","29","Labridae","Bodianus","solatus","37384201",1
"2022-05_PtCloates_stereo-BRUVS","29","Labridae","Choerodon","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","29","Labridae","Unknown","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","29","Lethrinidae","Gymnocranius","euanus","37351022",1
"2022-05_PtCloates_stereo-BRUVS","29","Lethrinidae","Gymnocranius","sp1",NA,1
"2022-05_PtCloates_stereo-BRUVS","29","Lethrinidae","Lethrinus","miniatus","37351009",4
"2022-05_PtCloates_stereo-BRUVS","29","Lethrinidae","Lethrinus","ravus","37351031",1
"2022-05_PtCloates_stereo-BRUVS","29","Lethrinidae","Lethrinus","rubrioperculatus","37351012",2
"2022-05_PtCloates_stereo-BRUVS","29","Malacanthidae","Malacanthus","brevirostris","37331009",3
"2022-05_PtCloates_stereo-BRUVS","29","Pinguipedidae","Parapercis","nebulosa","37390005",2
"2022-05_PtCloates_stereo-BRUVS","29","Pomacanthidae","Pomacanthus","semicirculatus","37365080",2
"2022-05_PtCloates_stereo-BRUVS","29","Sparidae","Argyrops","spinifer","37353006",1
"2022-05_PtCloates_stereo-BRUVS","29","Sus","Sus","sus","2",1
"2022-05_PtCloates_stereo-BRUVS","29","Unknown","Unknown","spp",NA,2
"2022-05_PtCloates_stereo-BRUVS","3","Carangidae","Carangoides","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","3","Carangidae","Decapterus","spp",NA,3
"2022-05_PtCloates_stereo-BRUVS","3","Lethrinidae","Gymnocranius","euanus","37351022",2
"2022-05_PtCloates_stereo-BRUVS","3","Lethrinidae","Gymnocranius","sp1",NA,3
"2022-05_PtCloates_stereo-BRUVS","3","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2022-05_PtCloates_stereo-BRUVS","3","Microdesmidae","Ptereleotris","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","3","Nemipteridae","Pentapodus","nagasakiensis","37347012",6
"2022-05_PtCloates_stereo-BRUVS","3","Sus","Sus","sus","2",3
"2022-05_PtCloates_stereo-BRUVS","3","Unknown","Unknown","spp","0",1
"2022-05_PtCloates_stereo-BRUVS","30","Balistidae","Sufflamen","fraenatum","37465014",2
"2022-05_PtCloates_stereo-BRUVS","30","Balistidae","Xanthichthys","lineopunctatus","37465016",1
"2022-05_PtCloates_stereo-BRUVS","30","Carangidae","Carangoides","chrysophrys","37337011",1
"2022-05_PtCloates_stereo-BRUVS","30","Carangidae","Caranx","sexfasciatus","37337039",1
"2022-05_PtCloates_stereo-BRUVS","30","Carangidae","Unknown","spp",NA,1
"2022-05_PtCloates_stereo-BRUVS","30","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2022-05_PtCloates_stereo-BRUVS","30","Labridae","Choerodon","sp1",NA,2
